Id,Reservation Date,Franchisee Name ,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Construction Completed? (Y/N),Zipcode,Community Board,Council District
13009,09/09/2016,Crown Castle Fiber,CITY,Manhattan,990080,219925,40.7703180,-73.9789520,A,West Dr,65th Transverse,Center Drive,Central Park,,Central Park,,,Y,00083,164,6
13007,09/09/2016,Crown Castle Fiber,CITY,Manhattan,992689,220366,40.7715260,-73.9695320,A,East Dr,Terrace Dr,Center Drive,Central Park,,Central Park,,,Y,00083,164,6
12938,09/09/2016,Crown Castle Fiber,CITY,Manhattan,990665,218530,40.7664880,-73.9768420,A,Center Drive,W 59th St,Center Drive,Central Park,,Central Park,,,Y,00083,164,6
12937,09/09/2016,Crown Castle Fiber,CITY,Manhattan,990364,220471,40.7718160,-73.9779260,A,65th St Transverse,W Drive,Central Park W,Central Park,,Central Park,,,Y,00083,164,6
12823,08/25/2016,Crown Castle Solutions,CITY,Manhattan,992215,218659,40.7668410,-73.9712460,A,5th Ave,E 63rd St,E 64th St,,,Central Park,,,Y,00083,164,6
12667,09/09/2016,Crown Castle Fiber,CITY,Manhattan,992834,221434,40.7744570,-73.9690080,A,East Dr,Terrace Dr,79th St Transverse,Central Park,,Central Park,,,N,00083,164,6
12666,09/09/2016,Crown Castle Fiber,CITY,Manhattan,993155,221748,40.7753190,-73.9678480,A,East Dr,Terrace Dr,79th St Transverse,Central Park,,Central Park,,,N,00083,164,6
12665,09/09/2016,Crown Castle Fiber,CITY,Manhattan,993286,222175,40.7764910,-73.9673750,A,East Dr,79th St Transverse,Terrace Dr,Central Park,,Central Park,,,N,00083,164,6
12664,09/09/2016,Crown Castle Fiber,CITY,Manhattan,993400,222554,40.7775310,-73.9669620,A,East Dr,79th St Transverse,Terrace Dr,Central Park,,Central Park,,,N,00083,164,6
11779,03/24/2016,Crown Castle Solutions,CITY,Manhattan,991708,220555,40.7720460,-73.9730740,A,Center Dr,Nell Singer Lilac Walk,Terrace Dr,Central Park,,Central Park,,,N,00083,164,6
11777,03/24/2016,Crown Castle Solutions,CITY,Manhattan,989950,219757,40.7698570,-73.9794220,A,West Dr,Central Park South,65 St Transverse,Central Park,,Central Park,,,N,00083,164,6
11776,03/24/2016,Crown Castle Solutions,CITY,Manhattan,990189,218928,40.7675810,-73.9785600,A,Center Dr,West Dr,W 59 St,Central Park,,Central Park,,,N,00083,164,6
11775,03/24/2016,Crown Castle Solutions,CITY,Manhattan,990441,218495,40.7663930,-73.9776500,A,West 59th Street/Central Park South,7 Ave,6 Ave,,,Central Park,,,N,00083,164,6
11774,03/24/2016,Crown Castle Solutions,CITY,Manhattan,990857,219023,40.7678410,-73.9761480,A,Center Dr,West Dr,65 St Transverse,Central Park,,Central Park,,,N,00083,164,6
11773,03/24/2016,Crown Castle Solutions,CITY,Manhattan,992120,219335,40.7686970,-73.9715880,A,65 St Transverse,East Dr,5 Ave,Central Park,,Central Park,,,N,00083,164,6
11772,03/24/2016,Crown Castle Solutions,CITY,Manhattan,992706,219551,40.7692890,-73.9694720,A,5 Ave,67 St,68 St,,,Central Park,,,N,00083,164,6
11771,03/24/2016,Crown Castle Solutions,CITY,Manhattan,992567,220336,40.7714440,-73.9699730,A,East Dr,Terrace Dr,Center Dr,Central Park,,Central Park,,,N,00083,164,6
11766,03/24/2016,Crown Castle Solutions,CITY,Manhattan,991632,221235,40.7739120,-73.9733480,A,Terrace dr,West Dr,East Dr,Central Park,,Central Park,,,N,00083,164,6
11765,03/24/2016,Crown Castle Solutions,CITY,Manhattan,991086,221453,40.7745110,-73.9753190,A,John V. Lindsay Drive,Terrace Dr,W 67 St,Central Park,,Central Park,,,N,00083,164,6
11762,03/24/2016,Crown Castle Solutions,CITY,Manhattan,992772,221304,40.7741010,-73.9692320,A,East Dr,Terrace Dr,79 st Transverse,Central Park,,Central Park,,,N,00083,164,6
11761,03/24/2016,Crown Castle Solutions,CITY,Manhattan,993508,220991,40.7732410,-73.9665750,A,5 Ave,73 St,74 St,,,Central Park,,,N,00083,164,6
11760,03/24/2016,Crown Castle Solutions,CITY,Manhattan,993270,222097,40.7762770,-73.9674330,A,East Dr,5 ave,Central Park West,Central Park,,Central Park,,,N,00083,164,6
11750,03/24/2016,Crown Castle Solutions,CITY,Manhattan,993995,223513,40.7801620,-73.9648130,A,East Dr,85 St Transverse,79 St Transverse,Central Park,,Central Park,,,N,00083,164,6
11645,03/24/2016,Crown Castle Solutions,CITY,Manhattan,991739,218604,40.7666910,-73.9729640,A,Center Dr,Central Park South,65 St Transverse,Central Park,,Central Park,,,N,00083,164,6
11003,10/16/2015,Crown Castle NG,CITY,Manhattan,992515,224905,40.7839850,-73.9701550,A,Central Park West,W 84th St,W 85th St,,,Central Park,,,Y,00083,164,6
10996,10/16/2015,Crown Castle NG,CITY,Manhattan,991850,218010,40.7650600,-73.9725640,A,5th Ave,60th Street,61st Street,,,Central Park,,,Y,00083,164,6
10994,10/16/2015,Crown Castle NG,CITY,Manhattan,992944,224640,40.7832570,-73.9686060,A,West Dr,W 85th St,W 90th St,Central Park,,Central Park,,,N,00083,164,6
10302,09/26/2014,Crown Castle NG,CITY,Manhattan,989794,219552,40.7692940,-73.9799850,A,West Dr,Central Park South,"Central Park West, 72nd St",Central Park,,Central Park,,,N,00083,164,6
10301,09/26/2014,Crown Castle NG,CITY,Manhattan,991677,218779,40.7671710,-73.9731880,A,East Dr,E 60th St,Center Dr,Central Park,,Central Park,,,N,00083,164,6
10300,09/26/2014,Crown Castle NG,CITY,Manhattan,990611,218690,40.7669280,-73.9770360,A,Center Drive,West Dr,"Central Park S, Ave of Americas",Central Park,,Central Park,,,N,00083,164,6
10271,09/26/2014,Crown Castle NG,CITY,Manhattan,992571,225008,40.7842670,-73.9699530,A,Central Park West,W 85th st,W 84th st,,,Central Park,,,N,00083,164,6
10270,09/26/2014,Crown Castle NG,CITY,Manhattan,992253,224437,40.7827000,-73.9711020,A,Central Park West,W 82nd st,W 83rd st,,,,,,Y,00083,164,6
10184,09/26/2014,Crown Castle NG,CITY,Manhattan,993490,220971,40.7731860,-73.9666400,A,5th ave,E 73rd Street,E 72nd Street,,,Central Park,,,Y,00083,164,6
10182,09/26/2014,Crown Castle NG,CITY,Manhattan,990028,220419,40.7716740,-73.9791400,A,Central Park West,65th St,64th Street,,,Central Park,,,Y,00083,164,6
10179,09/26/2014,Crown Castle NG,CITY,Manhattan,989795,220004,40.7705350,-73.9799810,A,Central Park West,63rd Street,64th Street,,,,,,Y,00083,164,6
10083,09/11/2014,Crown Castle NG,CITY,Manhattan,997776,228694,40.7943780,-73.9511500,B,5th Ave,E 106th st,E 107th st,,,Central Park,,,Y,00083,164,6
9778,12/20/2013,Extenet II,CITY,Manhattan,990024,218724,40.7670210,-73.9791550,A,CENTRAL PARK SOUTH,7th Avenue,COLUMBUS CIRCLE,,,Central Park,,,Y,00083,164,6
9777,12/20/2013,Extenet II,CITY,Manhattan,989779,218863,40.7674030,-73.9800400,A,CENTRAL PARK SOUTH,7th Avenue,COLUMBUS CIRCLE,,,Central Park,,,Y,00083,164,6
9495,08/09/2013,Crown Castle NG,CITY,Manhattan,992201,218631,40.7667640,-73.9712960,A,5th Ave,E 63rd St,E 62nd St,,,Central Park,,,Y,00083,164,6
8895,06/21/2012,Crown Castle NG,CITY,Manhattan,990661,220556,40.7720490,-73.9768540,A,West Drive,W 67th Street,W 59th Street,Central Park,,Central Park,,,Y,00083,164,6
8894,06/21/2012,Crown Castle NG,CITY,Manhattan,991618,220390,40.7715930,-73.9733990,A,Central Park Driveway,Terrace Drive,West Drive,Central Park,,Central Park,,,Y,00083,164,6
8893,06/21/2012,Crown Castle NG,CITY,Manhattan,994057,223520,40.7801810,-73.9645890,A,East Drive,East 72nd Street,East 90th Street,Central Park,,Central Park,,,Y,00083,164,6
8888,06/21/2012,Crown Castle NG,CITY,Manhattan,992750,224010,40.7815280,-73.9693080,A,West Drive,79th St Transverse,86th St Transverse,Central Park,,Central Park,,,Y,00083,164,6
8886,06/21/2012,Crown Castle NG,CITY,Manhattan,992005,221226,40.7738870,-73.9720010,A,Terrace Drive,Central Park Driveway,East Drive,Central Park,,Central Park,,,Y,00083,164,6
8885,06/21/2012,Crown Castle NG,CITY,Manhattan,995750,225101,40.7845190,-73.9584730,A,5th Avenue (Museum Mile),E 90th Street,E 91st Street,Central Park,,Central Park,,,Y,00083,164,6
8884,06/21/2012,Crown Castle NG,CITY,Manhattan,995199,224095,40.7817580,-73.9604650,A,5th Avenue,East 86th Street,East 87th Street,Central Park,,Central Park,,,Y,00083,164,6
8883,06/21/2012,Crown Castle NG,CITY,Manhattan,994788,223687,40.7806390,-73.9619490,A,84th St Transverse,5th Avenue,Central Park West,Central Park,,Central Park,,,Y,00083,164,6
8882,06/21/2012,Crown Castle NG,CITY,Manhattan,994551,222877,40.7784160,-73.9628060,A,5th Avenue,81st Street,82nd Street,,,Central Park,,,Y,00083,164,6
8881,06/21/2012,Crown Castle NG,CITY,Manhattan,992137,223527,40.7802030,-73.9715220,A,79th St Transverse,West Drive,Central Park West,Central Park,,Central Park,,,Y,00083,164,6
8880,06/21/2012,Crown Castle NG,CITY,Manhattan,992531,223258,40.7794640,-73.9700990,A,79th St Transverse,West Drive,East Drive,Central Park,,Central Park,,,Y,00083,164,6
8879,06/21/2012,Crown Castle NG,CITY,Manhattan,993648,223020,40.7788100,-73.9660660,A,East Drive,79th St Transverse,86th St Transverse,Central Park,,Central Park,,,Y,00083,164,6
8878,06/21/2012,Crown Castle NG,CITY,Manhattan,993515,224938,40.7840740,-73.9665440,A,86th St Transverse,West Drive,East Drive,Central Park,,Central Park,,,Y,00083,164,6
8877,06/21/2012,Crown Castle NG,CITY,Manhattan,994357,224253,40.7821930,-73.9635050,A,86th St Transverse,East Drive,West Drive,Central Park,,Central Park,,,Y,00083,164,6
8875,06/21/2012,Crown Castle NG,CITY,Manhattan,990416,220237,40.7711740,-73.9777390,A,West Drive,65th St Transverse,West Drive,Central Park,,Central Park,,,Y,00083,164,6
8874,06/21/2012,Crown Castle NG,CITY,Manhattan,991342,219774,40.7699020,-73.9743960,A,Center Drive,East Drive,West Drive,Central Park,,Central Park,,,Y,00083,164,6
7319,11/06/2009,Extenet II,CITY,Manhattan,990310,220912,40.7730270,-73.9781210,A,Central Park West,67th Street,68th Street,Central Park,,Central Park,,,Y,00083,164,6
6761,04/14/2009,Crown Castle NG,CITY,Manhattan,996598,226568,40.7885440,-73.9554080,B,5th Ave,E 97th St,E 96th St,,,,,,Y,00083,164,6
6759,04/03/2009,Crown Castle NG,CITY,Manhattan,994949,223589,40.7803700,-73.9613680,A,5th Ave,E 84th St,E 85th St,,,Central Park,,,Y,00083,164,6
6757,04/03/2009,Crown Castle NG,CITY,Manhattan,991477,223025,40.7788250,-73.9739050,A,Central Park West,W 76th St,W 77th St,Central Park,,Central Park,,,Y,00083,164,6
6215,12/04/2008,Extenet II,CITY,Manhattan,995077,228430,40.7936570,-73.9608980,B,WEST DR,CPW 100 AP,CENTRAL PK DY,Central Park,,Central Park,,,Y,00083,164,6
6214,12/04/2008,Extenet II,CITY,Manhattan,996023,226899,40.7894540,-73.9574840,B,EAST DR,Transverse Rd 4,E 97 St,Central Park,,Central Park,,,Y,00083,164,6
6213,12/04/2008,Extenet II,CITY,Manhattan,990554,220383,40.7715740,-73.9772400,A,WEST DR,C P W 67 AP,C P 7 AV AP,Central Park,,Central Park,,,Y,00083,164,6
6195,12/04/2008,Extenet II,CITY,Manhattan,990661,218772,40.7671530,-73.9768560,A,C P 6 AV AP,CENTER DR,CENTRAL PK S,Central Park,,Central Park,,,Y,00083,164,6
6194,12/04/2008,Extenet II,CITY,Manhattan,991867,219618,40.7694740,-73.9725010,A,EAST DR,CENTER DR,TRANSVERSE RD 1,Central Park,,Central Park,,,Y,00083,164,6
6193,12/04/2008,Extenet II,CITY,Manhattan,992382,221095,40.7735270,-73.9706400,A,Terrace Drive,East Drive,West Drive,Central Park,,Central Park,,,Y,00083,164,6
5084,05/07/2008,Crown Castle NG,CITY,Manhattan,992754,225326,40.7851400,-73.9692910,A,Central Park West,W 86th St,W 85th St,Central Park,,Central Park,,,Y,00083,164,6
5082,05/07/2008,Crown Castle NG,CITY,Manhattan,990197,220717,40.7724920,-73.9785290,A,Central Park West,W 66th St,W 67th St,Central Park,,Central Park,,,Y,00083,164,6
2489,06/16/2005,Extenet II,CITY,Manhattan,993173,222912,40.7785140,-73.9677820,A,79th St Traverse,5th Avenue,Central Park West,Central Park,,Central Park,,,Y,00083,164,6
2457,06/16/2005,Extenet II,CITY,Manhattan,993883,224800,40.7836950,-73.9652150,A,TRANSVERSE RD 3,CENTRAL PK W,5th Ave,Central Park,,Central Park,,,Y,00083,164,6
2455,06/16/2005,Extenet II,CITY,Manhattan,997035,230061,40.7981310,-73.9538230,B,CP LENOX AP,EAST DR,CENTRAL PK N,Central Park,,Central Park,,,Y,00083,164,6
2043,06/16/2005,Extenet II,CITY,Manhattan,992114,224172,40.7819730,-73.9716040,A,CENTRAL PK W,TRANSVERSE RD 2,W 82 St,Central Park,,Central Park,,,Y,00083,164,6
2041,06/16/2005,Extenet II,CITY,Manhattan,990920,222025,40.7760810,-73.9759170,A,CENTRAL PK W,TERRACE DR,W 71 ST,,,Central Park,,,Y,00083,164,6
12669,09/09/2016,Crown Castle Fiber,CITY,Manhattan,991742,223655,40.7805540,-73.9729480,A,Central Park West,W 77th St,W 81st St,Theodore Roosevelt Park,Upper West Side/Central Park West Historic District,,Columbus Avenue BID,,Y,10024,107,6
11199,10/30/2015,Extenet II,CITY,Manhattan,988748,224839,40.7838060,-73.9837580,A,RIVERSIDE DR,W 77TH ST,W 78TH ST,,West End-Collegiate Historic District Extension,,,,Y,10024,107,6
11197,10/30/2015,Extenet II,CITY,Manhattan,989269,225498,40.7856150,-73.9818760,A,RIVERSIDE DR,W 80TH ST,W 81ST ST,,Riverside Drive-West 80th-81st Street Historic District,,,,Y,10024,107,6
11019,10/16/2015,Crown Castle NG,CITY,Manhattan,990781,226424,40.7881550,-73.9764150,A,Broadway,W 86th St,W 85th St,,,,,,Y,10024,107,6
10995,10/16/2015,Crown Castle NG,CITY,Manhattan,992298,224666,40.7833290,-73.9709390,A,Central Park West,W 83rd St,W 82nd St,,Upper West Side/Central Park West Historic District,,,,Y,10024,107,6
10640,02/28/2015,Extenet II,CITY,Manhattan,989315,224825,40.7837670,-73.9817100,A,WEST END AVE.,W78TH ST.,W79TH ST.,,"West End - Collegiate Historic District,West End-Collegiate Historic District Extension",,,,Y,10024,107,6
10638,02/28/2015,Extenet II,CITY,Manhattan,989044,225214,40.7848350,-73.9826890,A,RIVERSIDE DR.,W79TH ST.,W78TH ST.,,West End-Collegiate Historic District Extension,,,,Y,10024,107,6
10636,02/28/2015,Extenet II,CITY,Manhattan,989720,225555,40.7857710,-73.9802470,A,WEST END AVE.,W81ST ST.,W82ND ST.,,Riverside-West End Historic District Extension I,,,,Y,10024,107,6
10293,09/26/2014,Crown Castle NG,CITY,Manhattan,990492,224126,40.7818480,-73.9774610,A,W 78th st,Amsterdam Ave,Columbus Ave,,,,,WILLIAM SHERMAN,Y,10024,107,6
10292,09/26/2014,Crown Castle NG,CITY,Manhattan,990264,224557,40.7830310,-73.9782840,A,Amsterdam Ave,W 79th st,W 78th st,,Upper West Side/Central Park West Historic District,,,,Y,10024,107,6
10291,09/26/2014,Crown Castle NG,CITY,Manhattan,991033,224222,40.7821110,-73.9755070,A,Columbus Ave,W 79th st,W 80th st,,Upper West Side/Central Park West Historic District,,Columbus Avenue BID,,Y,10024,107,6
10290,09/26/2014,Crown Castle NG,CITY,Manhattan,990741,223724,40.7807440,-73.9765620,A,W 77th st,Columbus Ave,Amsterdam Ave,,Upper West Side/Central Park West Historic District,,Columbus Avenue BID,,Y,10024,107,6
10283,09/26/2014,Crown Castle NG,CITY,Manhattan,991038,227815,40.7919730,-73.9754860,A,West End Ave,W 91st st,W 90th st,,Riverside-West End Historic District,,,,N,10024,107,6
10282,09/26/2014,Crown Castle NG,CITY,Manhattan,990428,227927,40.7922810,-73.9776880,A,Riverside Drive,W 90th st,W 91st st,Riverside Park,,Riverside Park and Riverside Drive,,,Y,10024,107,6
10281,09/26/2014,Crown Castle NG,CITY,Manhattan,991228,227409,40.7908580,-73.9748000,A,Broadway,W 90th st,W 89th st,,,,,,Y,10024,107,6
10280,09/26/2014,Crown Castle NG,CITY,Manhattan,990781,227357,40.7907160,-73.9764140,A,West End Ave,W 89th st,W 88th st,,Riverside-West End Historic District,,,,Y,10024,107,6
10279,09/26/2014,Crown Castle NG,CITY,Manhattan,989921,227556,40.7912630,-73.9795200,A,Riverside Drive,W 88th st,W 87th st,Riverside Park,,Riverside Park and Riverside Drive,,,Y,10024,107,6
10278,09/26/2014,Crown Castle NG,CITY,Manhattan,990975,226952,40.7896040,-73.9757140,A,Broadway,W 88th st,W 87th st,,,,,,Y,10024,107,6
10277,09/26/2014,Crown Castle NG,CITY,Manhattan,990527,226898,40.7894570,-73.9773320,A,West End Ave,W 87th st,W 86th st,,Riverside-West End Historic District Extension I,,,,Y,10024,107,6
10276,09/26/2014,Crown Castle NG,CITY,Manhattan,991506,225723,40.7862310,-73.9737980,A,W 85th st,Columbus Ave,Amsterdam Ave,,,,,UPPER WEST SUCCESS ACADEMY CHARTER SCHOOL,Y,10024,107,6
10275,09/26/2014,Crown Castle NG,CITY,Manhattan,991311,225267,40.7849790,-73.9745020,A,W 83rd st,Columbus Ave,Amsterdam Ave,,,,,M 9,Y,10024,107,6
10272,09/26/2014,Crown Castle NG,CITY,Manhattan,991475,224889,40.7839420,-73.9739110,A,Columbus Ave,W 82nd st,W 83rd st,,Upper West Side/Central Park West Historic District,,,,Y,10024,107,6
10269,09/26/2014,Crown Castle NG,CITY,Manhattan,991730,225352,40.7852120,-73.9729890,A,Columbus Ave,W 84th st,W 85th st,,Upper West Side/Central Park West Historic District,,,,Y,10024,107,6
10220,09/26/2014,Crown Castle NG,CITY,Manhattan,989593,224610,40.7831770,-73.9807070,A,Broadway,W 78 St,W 77 St,,West End-Collegiate Historic District Extension,,,,Y,10024,107,6
10216,09/26/2014,Crown Castle NG,CITY,Manhattan,990026,224133,40.7818680,-73.9791440,A,Amsterdam Ave,W 77 St,W 78 St,,,,,,Y,10024,107,6
7318,11/06/2009,Extenet II,CITY,Manhattan,990632,223494,40.7801130,-73.9769560,A,Columbus Avenue,76th Street,77th Street,,Upper West Side/Central Park West Historic District,,Columbus Avenue BID,M S 245 THE COMPUTER SCHOOL,Y,10024,107,6
7282,11/06/2009,Extenet II,CITY,Manhattan,990816,227394,40.7908180,-73.9762880,A,West End Avenue,89th Street,90th Street,,Riverside-West End Historic District,,,,Y,10024,107,6
7070,11/06/2009,Extenet II,CITY,Manhattan,989860,227327,40.7906340,-73.9797400,A,Riverside Drive,87th Street,88th Street,,Riverside-West End Historic District,,,,Y,10024,107,6
7068,11/06/2009,Extenet II,CITY,Manhattan,990860,225761,40.7863350,-73.9761300,A,Amsterdam Avenue,84th Street,83rd Street,,Upper West Side/Central Park West Historic District,,,,Y,10024,107,6
5086,05/07/2008,Crown Castle NG,CITY,Manhattan,992490,226707,40.7889310,-73.9702430,A,Columbus Ave,W 90th St,W 89th St,,,,,,Y,10024,107,6
2044,06/16/2005,Extenet II,CITY,Manhattan,992730,225433,40.7854340,-73.9693780,A,Central Park West,86th Street,87th Street,,Upper West Side/Central Park West Historic District,,,,Y,10024,107,6
2042,06/16/2005,Extenet II,CITY,Manhattan,991563,223321,40.7796380,-73.9735950,A,Central Park West,77th Street,81st Street,Theodore Roosevelt Park,Upper West Side/Central Park West Historic District,,Columbus Avenue BID,,Y,10024,107,6
13506,09/22/2016,Crown Castle NG,CITY,Manhattan,990954,229050,40.7953630,-73.9757880,A,W 95th St,Riverside Dr,West End Ave,,Riverside-West End Historic District,,,,N,10025,107,6
10289,09/26/2014,Crown Castle NG,CITY,Manhattan,991983,228814,40.7947140,-73.9720720,A,W 96th st,Broadway,West End Ave,,,,,,Y,10025,107,6
10288,09/26/2014,Crown Castle NG,CITY,Manhattan,990842,228881,40.7948990,-73.9761920,A,Riverside Drive,W 94th st,W 95th st,Joan Of Arc Park,,Riverside Park and Riverside Drive,,,Y,10025,107,6
10287,09/26/2014,Crown Castle NG,CITY,Manhattan,991737,228323,40.7933670,-73.9729610,A,Broadway,W 94th st,W 93th st,,,,,,Y,10025,107,6
10286,09/26/2014,Crown Castle NG,CITY,Manhattan,991290,228275,40.7932350,-73.9745750,A,West End Ave,W 93rd st,W 92nd st,,Riverside-West End Historic District,,,,Y,10025,107,6
10285,09/26/2014,Crown Castle NG,CITY,Manhattan,991483,227868,40.7921180,-73.9738780,A,Broadway,W 92nd st,W 91st st,,,,,,Y,10025,107,6
10284,09/26/2014,Crown Castle NG,CITY,Manhattan,990755,228333,40.7933950,-73.9765070,A,Riverside Drive,W 92nd st,W 93rd st,,,Riverside Park and Riverside Drive,,,Y,10025,107,6
10155,09/26/2014,Crown Castle NG,CITY,Manhattan,991165,229248,40.7959060,-73.9750260,A,Riverside Dr,W 96th st,W 97th st,,,Riverside Park and Riverside Drive,,,N,10025,107,6
10154,09/26/2014,Crown Castle NG,CITY,Manhattan,991514,228811,40.7947060,-73.9737650,A,West End Ave,W 95th st,W 96th st,,Riverside-West End Historic District Extension II,,,MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Y,10025,107,6
10145,09/11/2014,Crown Castle NG,CITY,Manhattan,991816,229224,40.7958400,-73.9726740,B,West End Ave,W 97th st,W 96th st,,Riverside-West End Historic District Extension II,,,,Y,10025,107,6
10144,09/11/2014,Crown Castle NG,CITY,Manhattan,992775,231084,40.8009440,-73.9692080,B,West End Ave,W 105th st,W 104th st,,Riverside-West End Historic District Extension II,,,,Y,10025,107,6
10136,09/11/2014,Crown Castle NG,CITY,Manhattan,992017,230608,40.7996380,-73.9719470,B,Riverside Dr,W 102nd st,W 101st st,,,Riverside Park and Riverside Drive,,,Y,10025,107,6
10135,09/11/2014,Crown Castle NG,CITY,Manhattan,992769,230189,40.7984880,-73.9692310,B,Broadway,W 102nd st,W 101st st,,,,,,Y,10025,107,6
10133,09/11/2014,Crown Castle NG,CITY,Manhattan,992514,229730,40.7972280,-73.9701530,B,Broadway,W 100th st,W 99th st,,,,,,Y,10025,107,6
10132,09/11/2014,Crown Castle NG,CITY,Manhattan,991677,230201,40.7985210,-73.9731750,B,Riverside Dr,W 100th st,W 99th st,Riverside Park,,Riverside Park and Riverside Drive,,,Y,10025,107,6
10131,09/11/2014,Crown Castle NG,CITY,Manhattan,992068,229677,40.7970830,-73.9717640,B,West End Ave,W 99th st,W 98th st,,Riverside-West End Historic District Extension II,,,,Y,10025,107,6
10130,09/11/2014,Crown Castle NG,CITY,Manhattan,992261,229272,40.7959710,-73.9710670,B,Broadway,W 98th st,W 97th st,,,,,,Y,10025,107,6
10119,09/11/2014,Crown Castle NG,CITY,Manhattan,993284,232045,40.8035810,-73.9673690,B,Broadway,W 109th st,W 108th st,,,,,,Y,10025,107,6
10118,09/11/2014,Crown Castle NG,CITY,Manhattan,992821,232069,40.8036470,-73.9690410,B,Riverside Drive,W 108th st,W109th st,,,Riverside Park and Riverside Drive,,,Y,10025,107,6
10117,09/11/2014,Crown Castle NG,CITY,Manhattan,993063,231635,40.8024560,-73.9681670,B,Broadway,W 107th st,W 108th st,,,,,,Y,10025,107,6
10116,09/11/2014,Crown Castle NG,CITY,Manhattan,992541,231597,40.8023520,-73.9700530,B,Riverside Drive,W 106th st,W 107th st,Riverside Park,,Riverside Park and Riverside Drive,,,Y,10025,107,6
10115,09/11/2014,Crown Castle NG,CITY,Manhattan,993077,231235,40.8013580,-73.9681170,B,Duke Ellington Blvd/W106th St,Broadway,West End Ave,,Riverside-West End Historic District Extension II,,,,Y,10025,107,6
10114,09/11/2014,Crown Castle NG,CITY,Manhattan,992297,231109,40.8010130,-73.9709350,B,Riverside Drive,W 104th st,W 105th st,,,Riverside Park and Riverside Drive,,,Y,10025,107,6
10113,09/11/2014,Crown Castle NG,CITY,Manhattan,992992,230663,40.7997880,-73.9684250,B,Broadway,W 104th st,W 103rd st,,,,,,Y,10025,107,6
10112,09/11/2014,Crown Castle NG,CITY,Manhattan,992550,230675,40.7998220,-73.9700220,B,West End Ave,W 103rd st,W 104th st,,Riverside-West End Historic District Extension II,,,,Y,10025,107,6
7316,11/06/2009,Extenet II,CITY,Manhattan,992579,227018,40.7897840,-73.9699210,A,Columbus Avenue,91st Street,92nd Street,,,,,,Y,10025,107,6
7281,11/06/2009,Extenet II,CITY,Manhattan,991791,229297,40.7960400,-73.9727640,B,West End Avenue,97th Street,98th Street,,Riverside-West End Historic District Extension II,,,,Y,10025,107,6
7069,11/06/2009,Extenet II,CITY,Manhattan,993318,227756,40.7918090,-73.9672520,A,95th Street,Columbus Avenue,Central Park West,,,,,,Y,10025,107,6
13484,09/22/2016,Crown Castle NG,CITY,Manhattan,988825,223182,40.7792580,-73.9834810,A,W 72nd St,West End Ave,Broadway,,West End-Collegiate Historic District Extension,,,,Y,10023,107,6
13400,09/22/2016,Crown Castle NG,CITY,Manhattan,989306,223548,40.7802620,-73.9817440,A,Broadway,W 74th St,W 73rd St,,,,,,Y,10023,107,6
13399,09/22/2016,Crown Castle NG,CITY,Manhattan,989647,222803,40.7782170,-73.9805130,A,W 72nd,Amsterdam Ave,Cloumbus Ave,,Upper West Side/Central Park West Historic District,,,,N,10023,107,6
13317,09/22/2016,Crown Castle NG,CITY,Manhattan,989271,222684,40.7778910,-73.9818710,A,Amsterdam Ave,W 71st St,W 72nd St,,,,,,N,10023,107,6
