Id,Reservation Date,Franchisee Name ,Pole Class,Borough,X Coord.,Y Coord.,Latitude,Longitude,Zone,On street,Cross street 1,Cross street 2,Park Advisory,Historic Landmark Advisory,Scenic Landmark Advisory,BID Advisory,School Advisory,Construction Completed? (Y/N),Zipcode,Community Board,Council District
20168,08/02/2018,Crown Castle NG,UTILITY,Bronx,1021601,260840,40.8825410,-73.8649250,B,Willett Ave,E 216th St,E 219th St,,,,,,Y,10467,212,12
20167,08/02/2018,Crown Castle NG,UTILITY,Bronx,1022908,260935,40.8827960,-73.8601980,B,E 219th St,Barnes Ave,White Plains Rd,,,,,,N,10467,212,12
20143,08/02/2018,Crown Castle NG,UTILITY,Bronx,1022059,257008,40.8720210,-73.8632910,B,Barnes Ave,S Oak Dr,Burke Ave,,,,,,Y,10467,212,12
19549,08/02/2018,Crown Castle NG,UTILITY,Bronx,1023121,260507,40.8816200,-73.8594310,B,E 218th St,Barnes Ave,Bronxwood Ave,,,,,,N,10467,212,12
19273,04/12/2018,ZenFi,UTILITY,Bronx,1022520,257946,40.8745940,-73.8616190,B,Magenta Street,Bronxwood Ave,Barnes Ave,,,,,BRONX AEROSPACE HS,Y,10467,212,12
19254,04/02/2018,ZenFi,UTILITY,Bronx,1021975,258595,40.8763770,-73.8635860,B,East Gun Hill Road,Capuchin Way,Holland Avenue,,,,,,Y,10467,212,12
19253,04/02/2018,ZenFi,UTILITY,Bronx,1021532,257455,40.8732500,-73.8651940,B,North Oak Drive,Holland Avenue,Wallace Avenue,,,,,,Y,10467,212,12
18881,01/26/2018,ZenFi,CITY,Bronx,1021559,258125,40.8750890,-73.8650930,B,Holland Avenue,Magenta Street,East Gun Hill Road,,,,,,N,10467,212,12
18564,01/18/2018,ExteNet I,CITY,Bronx,1022555,256815,40.8714890,-73.8614980,B,Bronxwood Ave,Burke Ave,S Oak Dr,,,,,,Y,10467,212,12
18329,01/08/2018,Extenet II,UTILITY,Bronx,1021381,261581,40.8845750,-73.8657170,B,Carpenters Ave,E 219 St,E 220 St,GREENSTREET,,,,,N,10467,212,12
17780,12/22/2017,Crown Castle Fiber,CITY,Bronx,1021655,259860,40.8798510,-73.8647360,B,White Plains Rd,E 214th St,E 215th St,,,,,,N,10467,212,12
15258,10/24/2017,Extenet II,UTILITY,Bronx,1022119,260926,40.8827740,-73.8630520,B,E 218th ST,White Plains rd,Barnes ave,,,,,,Y,10467,212,12
15070,09/06/2017,Crown Castle NG,UTILITY,Bronx,1022416,257965,40.8746460,-73.8619950,B,Magenta St,Barnes Ave,Bronxwood Ave,,,,,BRONX AEROSPACE HS,Y,10467,212,12
15069,09/06/2017,Crown Castle NG,UTILITY,Bronx,1021642,258809,40.8769660,-73.8647890,B,E Gun Hill Rd,Holland Ave,White Plains Rd,,,,,,Y,10467,212,12
14593,03/15/2017,Mobilitie I,UTILITY,Bronx,1021422,259696,40.8794010,-73.8655790,B,E 213th St,Duncomb Ave,Willet Ave,,,,,,Y,10467,212,12
14538,01/30/2017,Mobilitie I,UTILITY,Bronx,1021022,260704,40.8821700,-73.8670200,B,Bronx Blvd,E 216th St,E 213th St,,,,,,Y,10467,212,12
14474,12/30/2016,Mobilitie I,UTILITY,Bronx,1022341,258327,40.8756400,-73.8622640,B,Barnes Ave,E Gun Hill Rd,Magenta St,,,,,BRONX AEROSPACE HS,Y,10467,212,12
20169,08/02/2018,Crown Castle NG,UTILITY,Bronx,1030327,261300,40.8837620,-73.8333660,B,Bivona St,Boston Rd,Reeds Mill LA,,,,,,N,10475,212,12
20163,08/02/2018,Crown Castle NG,UTILITY,Bronx,1030561,260235,40.8808380,-73.8325270,B,Tillotson Ave,Reeds Mill Ln,Wright Ave,,,,,,N,10475,212,12
20158,08/02/2018,Crown Castle NG,UTILITY,Bronx,1029712,259801,40.8796510,-73.8356000,B,Palmer Ave,Tillotson Ave,Givan Ave,,,,,,N,10475,212,12
15898,11/16/2017,Extenet II,UTILITY,Bronx,1031308,260786,40.8823460,-73.8298220,B,Steenwick Ave,New England Thruway,Reeds Mill Lane,,,,,,Y,10475,212,12
23675,03/09/2020,Crown Castle Fiber,UTILITY,Bronx,1026928,257686,40.8738600,-73.8456810,B,Corsa Ave,Givan Ave,Burke Ave,,,,,,N,10469,212,12
22578,10/11/2019,Crown Castle NG,UTILITY,Bronx,1025398,260349,40.8811760,-73.8511970,B,Laconia Ave,E 221st St,E 220st St,,,,,,N,10469,212,12
21417,06/25/2019,Crown Castle Solutions,CITY,Bronx,1025067,259020,40.8775300,-73.8524020,B,Wilson Ave,Hicks St,E 216th St,,,,,,N,10469,212,12
21017,03/21/2019,ZenFi,UTILITY,Bronx,1023125,257770,40.8741080,-73.8594320,B,Colden Av,Magenta St,Duncan St,,,,,,N,10469,212,12
20733,01/17/2019,ZenFi,UTILITY,Bronx,1024731,258459,40.8759920,-73.8536210,B,E 213th St,Laconia Av,MSGR Cahill Pl,,,,,,Y,10469,212,12
20310,08/02/2018,Crown Castle NG,UTILITY,Bronx,1028896,255455,40.8677270,-73.8385800,B,Tiemann Ave,Arnow Ave,Bartow Ave,,,,,,Y,10469,212,12
20161,08/02/2018,Crown Castle NG,UTILITY,Bronx,1026366,260090,40.8804610,-73.8476980,B,Needham Ave,Eastchester Rd,Mickle Ave,,,,,,N,10469,212,12
20156,08/02/2018,Crown Castle NG,UTILITY,Bronx,1029217,258866,40.8770870,-73.8373970,B,Edson Ave,Givan Ave,E 222nd Ave,,,,,,N,10469,212,12
20148,08/02/2018,Crown Castle NG,UTILITY,Bronx,1023969,257765,40.8740900,-73.8563800,B,E Gun Hill Rd,Lurting Ave,Laconia Ave,,,,,,N,10469,212,12
20146,08/02/2018,Crown Castle NG,UTILITY,Bronx,1025699,257259,40.8726940,-73.8501280,B,Bouck Ave,Givan Ave,E Gun Hill Rd,,,,,,N,10469,212,12
20145,08/02/2018,Crown Castle NG,UTILITY,Bronx,1028410,256762,40.8713160,-73.8403290,B,Tiemann Ave,Hammersley Ave,Adee Ave,,,,,,N,10469,212,12
20138,08/02/2018,Crown Castle NG,UTILITY,Bronx,1029123,255943,40.8690650,-73.8377560,B,Arnow Ave,Wickham Ave,Gunther Ave,,,,,,N,10469,212,12
20132,08/02/2018,Crown Castle NG,UTILITY,Bronx,1029373,254938,40.8663050,-73.8368590,B,Gunther Ave,Bartow Ave,E Gun Hill Rd,,,,,,N,10469,212,12
19501,07/20/2018,Extenet II,UTILITY,Bronx,1029610,257140,40.8723480,-73.8359870,B,Grace Ave,Adee Ave,Hammersley Ave,,,,,,Y,10469,212,12
19259,04/02/2018,ZenFi,UTILITY,Bronx,1028897,257282,40.8727410,-73.8385640,B,Hammersley Avenue,Bruner Avenue,Wickham Avenue,,,,,,Y,10469,212,12
19257,04/02/2018,ZenFi,UTILITY,Bronx,1026051,260413,40.8813490,-73.8488350,B,Eastchester Road,East 222nd Street,Oakley Street,,,,,,Y,10469,212,12
19255,04/02/2018,ZenFi,UTILITY,Bronx,1029685,256100,40.8694930,-73.8357230,B,Ely Avenue,Arnow Avenue,Bartow Avenue,,,,,,Y,10469,212,12
19111,03/15/2018,ZenFi,UTILITY,Bronx,1026753,258902,40.8771980,-73.8463060,B,Eastchester Road,Boston Road,Chester Street,,,,,,Y,10469,212,12
19109,03/15/2018,ZenFi,UTILITY,Bronx,1025350,260255,40.8809180,-73.8513710,B,Laconia Avenue,East 220th Street,East 221st Street,,,,,,Y,10469,212,12
19106,03/15/2018,ZenFi,UTILITY,Bronx,1027383,257330,40.8728800,-73.8440380,B,Eastchester Rd,Burke Ave,Hammersley Ave,,,,,,Y,10469,212,12
18566,01/18/2018,ExteNet I,CITY,Bronx,1030387,255622,40.8681770,-73.8331880,B,Bartow Ave,Edson Ave,Ely Ave,,,,,,Y,10469,212,12
18565,01/18/2018,ExteNet I,CITY,Bronx,1025998,258475,40.8760300,-73.8490390,B,Seymour Ave,Boston Rd,Givan Ave,,,,,,Y,10469,212,12
17478,12/12/2017,Crown Castle NG,CITY,Bronx,1026204,259449,40.8787020,-73.8482880,B,Corsa Ave,Hicks St,Boston Rd,,,,,,N,10469,212,12
17419,12/12/2017,Crown Castle NG,CITY,Bronx,1025679,259250,40.8781580,-73.8501880,B,Seymour Ave,Hicks St,Boston Rd,,,,,,N,10469,212,12
17417,12/12/2017,Crown Castle NG,CITY,Bronx,1025712,258595,40.8763600,-73.8500730,B,Fish Ave,Boston Rd,Hicks St,,,,,,N,10469,212,12
15897,11/16/2017,Extenet II,UTILITY,Bronx,1025181,258826,40.8769970,-73.8519910,B,E 215th St,Wilson Ave,Hicks St,GREENSTREET,,,,,Y,10469,212,12
15256,10/24/2017,Extenet II,UTILITY,Bronx,1027083,259000,40.8774650,-73.8451120,B,Boston Rd,Mickle ave,Kingsland ave,,,,,,Y,10469,212,12
15120,09/12/2017,Crown Castle NG,UTILITY,Bronx,1028920,256589,40.8708390,-73.8384860,B,Adee Ave,Wickham Ave,Gunther Ave,,,,,,Y,10469,212,12
15097,09/06/2017,Crown Castle NG,UTILITY,Bronx,1024960,259142,40.8778650,-73.8527890,B,E 216th St,Wilson Ave,Laconia Ave,,,,,,Y,10469,212,12
15072,09/06/2017,Crown Castle NG,UTILITY,Bronx,1028808,255708,40.8684210,-73.8388970,B,Tiemann Ave,Arnow Ave,Bartow Ave,,,,,,Y,10469,212,12
14874,05/01/2017,Crown Castle NG,CITY,Bronx,1024440,260255,40.8809220,-73.8546620,B,Paulding Ave,E 219th St,E 218th St,,,,,,N,10469,212,12
14574,03/15/2017,Mobilitie I,UTILITY,Bronx,1027649,256421,40.8703840,-73.8430820,B,Eastchester Rd,Knapp St,Hammersley Ave,,,,,,Y,10469,212,12
21721,07/10/2019,Mobilitie II,CITY,Bronx,1032302,253514,40.8623810,-73.8262790,B,Hutchinson River Parkway East,Boller Avenue,Palmer Avenue,Hutchinson River Parkway,,,,,N,10475,210,12
21690,07/12/2019,ExteNet I,CITY,Bronx,1032179,259615,40.8791270,-73.8266810,B,Co-Op City Blvd,Romouts Ave,Carver Loop,,,,,,N,10475,210,12
20894,02/25/2019,ZenFi,UTILITY,Bronx,1032120,260907,40.8826740,-73.8268850,B,Merrit Ave,Tillotson Ave,New England Thrwy,,,,,,N,10475,210,12
18885,01/26/2018,ZenFi,CITY,Bronx,1032761,257677,40.8738050,-73.8245900,B,Co-Op City Boulevard,Bellamy Loop,Carver Loop,,,,,,Y,10475,210,12
18884,01/26/2018,ZenFi,CITY,Bronx,1031461,258411,40.8758270,-73.8292850,B,DeFoe Place,De Kruif Place,Dreiser Loop,,,,,,Y,10475,210,12
18883,01/26/2018,ZenFi,CITY,Bronx,1031821,258926,40.8772380,-73.8279800,B,Dreiser Loop,Debs Place,Co Op City Boulevard,,,,,,Y,10475,210,12
18882,01/26/2018,ZenFi,CITY,Bronx,1032847,259240,40.8780940,-73.8242680,B,Cooper Place,Carver Loop,Carver Loop,,,,,,Y,10475,210,12
18568,01/18/2018,ExteNet I,CITY,Bronx,1031382,256744,40.8712520,-73.8295830,B,Asch Loop,Alcott Pl,Alder Pl,,,,,,Y,10475,210,12
18567,01/18/2018,ExteNet I,CITY,Bronx,1031108,255896,40.8689260,-73.8305790,B,Bartow Ave,Asch Loop,Baychester Ave,,,,,,Y,10475,210,12
17233,12/12/2017,Crown Castle NG,CITY,Bronx,1032690,259038,40.8775410,-73.8248370,B,Cooper Pl,Carver Loop,Dead End,,,,,,Y,10475,210,12
16593,12/22/2017,Crown Castle Fiber,CITY,Bronx,1031558,258453,40.8759410,-73.8289340,B,Dreiser Loop,Dreiser loop,Debs Pl,,,,,,Y,10475,210,12
15134,09/12/2017,Crown Castle NG,UTILITY,Bronx,1031873,260133,40.8805510,-73.8277830,B,Rombouts Ave,Givan Ave,Tillotson Ave,,,,,,Y,10475,210,12
15133,09/12/2017,Crown Castle NG,UTILITY,Bronx,1032695,261080,40.8831450,-73.8248040,B,Peartree Ave,Tillotson Ave,Givan Ave,,,,,,Y,10475,210,12
14061,10/24/2016,Mobilitie II,CITY,Bronx,1033265,254586,40.8653180,-73.8227900,B,Einstein Loop N,Hutchinson River Parkway E,Einstein Loop E,,,,,,Y,10475,210,12
13909,10/24/2016,Mobilitie II,CITY,Bronx,1032909,259929,40.8799850,-73.8240390,B,Co-Op City Blvd,Pear Tree Ave,Carver Loop,,,,,,Y,10475,210,12
13906,10/24/2016,Mobilitie II,CITY,Bronx,1030234,258430,40.8758850,-73.8337220,B,Baychester Ave,Donizetti Pl,Aldrich St,,,,,PUBLIC SCHOOL 153,Y,10475,210,12
13833,10/24/2016,Mobilitie II,CITY,Bronx,1033141,253331,40.8618740,-73.8232480,B,Earhart Ln,Hunter Ave,Erskine Pl,,,,,,Y,10475,210,12
13830,10/24/2016,Mobilitie II,CITY,Bronx,1031344,259251,40.8781330,-73.8297030,B,Co-Op City Blvd,Dreiser Loop,Baychester Ave,,,,,,Y,10475,210,12
13624,09/29/2016,Mobilitie I,UTILITY,Bronx,1031410,254174,40.8641980,-73.8295000,B,Baychester Ave,Hutchinson River Parkway,New England Thruway Exit,,,,,,N,10475,210,12
20308,08/02/2018,Crown Castle NG,UTILITY,Bronx,1022076,255886,40.8689410,-73.8632360,B,Williamsbridge Rd,Barnes Ave,Matthews Ave,,,,,,N,10467,211,12
15086,09/06/2017,Crown Castle NG,UTILITY,Bronx,1022511,255497,40.8678720,-73.8616650,B,Arnow Ave,Williamsbridge Rd,Bronxwood Ave,,,,,,Y,10467,211,12
20700,01/03/2019,ZenFi,UTILITY,Bronx,1026052,255377,40.8675260,-73.8488630,B,Sexton Pl,Wilson Av,Arnow Av,,,,,,Y,10469,211,12
20140,08/02/2018,Crown Castle NG,UTILITY,Bronx,1026816,255514,40.8678990,-73.8461000,B,Seymour Ave,Arnow Ave,Dewitt Pl,,,,,,N,10469,211,12
20136,08/02/2018,Crown Castle NG,UTILITY,Bronx,1023125,255841,40.8688130,-73.8594430,B,Colden Ave,Adee Ave,Boston Rd,,,,,,N,10469,211,12
20135,08/02/2018,Crown Castle NG,UTILITY,Bronx,1024218,256767,40.8713500,-73.8554860,B,Laconia Ave,Burke Ave,Boston Rd,,,,,,N,10469,211,12
18563,01/18/2018,ExteNet I,CITY,Bronx,1024741,256050,40.8693800,-73.8535990,B,Adee Ave,Hering Ave,Tenbroeck Ave,,,,,,Y,10469,211,12
14282,10/28/2016,Mobilitie I,UTILITY,Bronx,1025520,256031,40.8693240,-73.8507830,B,Throop Ave,Adee Ave,Arnow Ave,,,,,,Y,10469,211,12
18647,01/26/2018,ZenFi,CITY,Brooklyn,989351,162914,40.6138360,-73.9816270,B,Bay Parkway,65th Street,66th Street,,,,,,Y,11204,311,47
17637,12/29/2017,Extenet II,CITY,Brooklyn,986670,162041,40.6114410,-73.9912840,B,20th Ave,74th St,Bay Ridge Pkwy,,,,,,N,11204,311,47
17636,12/29/2017,Extenet II,CITY,Brooklyn,987482,163062,40.6142430,-73.9883590,B,Bay Ridge Ave,20th Ave,19th Ave,,,,,,N,11204,311,47
16992,12/02/2017,Crown Castle Solutions,CITY,Brooklyn,985892,163394,40.6151550,-73.9940860,B,18th Ave,72nd St,71st St,,,,,,N,11204,311,47
16827,01/08/2018,Mobilitie II,CITY,Brooklyn,988390,164118,40.6171410,-73.9850880,B,20th Avenue,64th Street,63rd Street,,,,,,Y,11204,311,47
15396,11/22/2017,Mobilitie I,CITY,Brooklyn,986297,162735,40.6133460,-73.9926270,B,19th Avenue,73rd Street,72nd Street,,,,,,Y,11204,311,47
15354,11/22/2017,Mobilitie I,CITY,Brooklyn,987642,163257,40.6147780,-73.9877820,B,20th Avenue,68th Street,Bay Ridge Avenue,,,,,,N,11204,311,47
15353,11/22/2017,Mobilitie I,CITY,Brooklyn,986708,163334,40.6149900,-73.9911470,B,19th Avenue,70th Street,71st Street,,,,,,N,11204,311,47
15326,11/22/2017,Mobilitie I,CITY,Brooklyn,987504,165481,40.6208830,-73.9882790,B,18th Avenue,62nd Street,61st Street,,,,,,N,11204,311,47
22153,08/23/2019,Extenet II,CITY,Brooklyn,984642,159393,40.6041730,-73.9985880,B,20th Ave,86th St,87th St,,,,,,N,11214,311,47
18835,01/26/2018,ZenFi,CITY,Brooklyn,986182,158795,40.6025320,-73.9930430,B,Bay Parkway,85th Street,84th Street,,,,,,Y,11214,311,47
18645,01/26/2018,ZenFi,CITY,Brooklyn,984794,159673,40.6049420,-73.9980410,B,20th Avenue,86th Street,85th Street,,,,,,Y,11214,311,47
18513,01/18/2018,ExteNet I,CITY,Brooklyn,985764,161390,40.6096540,-73.9945470,B,78th St,20th Ave,19th Ave,,,,,,Y,11214,311,47
18421,01/18/2018,ExteNet I,CITY,Brooklyn,983018,159648,40.6048730,-74.0044370,B,Benson Ave,Bay 19th St,18th Ave,,,,,,Y,11214,311,47
17441,12/12/2017,Extenet II,UTILITY,Brooklyn,985115,157272,40.5983510,-73.9968850,B,Bath Ave,Bay 31 St,Bay Parkway,,,,,,N,11214,311,47
17104,12/12/2017,Crown Castle NG,CITY,Brooklyn,984558,157698,40.5995210,-73.9988910,B,Bath Ave,Bay 28th St,21st Ave,,,,,,N,11214,311,47
16725,01/08/2018,Mobilitie II,CITY,Brooklyn,984333,160261,40.6065560,-73.9997010,B,19th Avenue,85th Street,84th Street,,,,,,Y,11214,311,47
16188,12/02/2017,Crown Castle Solutions,CITY,Brooklyn,985300,158129,40.6007040,-73.9962190,B,Benson Ave,Bay 29th St,Bay Pkwy,,,,,,N,11214,311,47
15548,11/02/2017,Crown Castle NG,UTILITY,Brooklyn,985267,157134,40.5979730,-73.9963380,B,Bath Ave,Bay 31st St,Bay 32nd St,,,,,,N,11214,311,47
15546,11/02/2017,Crown Castle NG,UTILITY,Brooklyn,986371,155270,40.5928560,-73.9923630,B,25th Ave,Harway Ave,Bath Ave,,,,,,N,11214,311,47
15363,11/22/2017,Mobilitie I,CITY,Brooklyn,984720,161874,40.6109830,-73.9983070,B,18th Avenue,79th Street,80th Street,,,,,,Y,11214,311,47
15318,11/22/2017,Mobilitie I,CITY,Brooklyn,986076,161207,40.6091520,-73.9934240,B,20th Avenue,78th Street,77th Street,,,,,,N,11214,311,47
15023,05/22/2017,Mobilitie I,UTILITY,Brooklyn,986149,157450,40.5988400,-73.9931620,B,Benson Ave,23rd Ave,Bay 34th St,,,,,,Y,11214,311,47
14468,12/30/2016,Mobilitie I,UTILITY,Brooklyn,987188,157648,40.5993830,-73.9894200,B,86th St,24th Ave,Bay 35th St,,,,,,N,11214,311,47
13530,09/23/2016,Mobilitie I,UTILITY,Brooklyn,985767,156681,40.5967290,-73.9945380,B,Bath Ave,Bay 34th St,23rd Ave,,,,,,Y,11214,311,47
16678,11/28/2017,Extenet II,UTILITY,Brooklyn,989455,159775,40.6052200,-73.9812550,B,Kings Hwy,E 8th St,E 9th St,,,,,,N,11223,311,47
15232,10/24/2017,Extenet II,UTILITY,Brooklyn,989925,156618,40.5965550,-73.9795650,B,W 8th ST,Ave U,Ave T,,,,,,Y,11223,311,47
18427,01/18/2018,ExteNet I,CITY,Brooklyn,988124,155891,40.5945600,-73.9860510,C,Benson Ave,Bay 43rd St,26th Ave,,,,,,Y,11214,313,47
15343,11/22/2017,Mobilitie I,CITY,Brooklyn,987547,155154,40.5925370,-73.9881290,C,Bath Avenue,Bay 43rd Street,26th Avenue,,,,,,Y,11214,313,47
13528,09/23/2016,Mobilitie I,UTILITY,Brooklyn,988658,154281,40.5901410,-73.9841290,C,Stillwell Ave,Bath Ave,Bay 49th St,,,,,,Y,11214,313,47
15643,01/08/2018,Mobilitie II,CITY,Brooklyn,989058,153899,40.5890920,-73.9826890,C,Avenue X,W 13th Street,W 12th Street,,,,,,Y,11223,313,47
13864,10/24/2016,Mobilitie II,CITY,Brooklyn,993451,152427,40.5850480,-73.9668740,C,Ocean Parkway,Nixon Ct,Shore Parkway,,,,,,Y,11223,313,47
13636,09/29/2016,Mobilitie I,UTILITY,Brooklyn,988808,155598,40.5937560,-73.9835880,C,Avenue V,W 13th St,W 12th St,,,,,,Y,11223,313,47
13529,09/23/2016,Mobilitie I,UTILITY,Brooklyn,990195,155182,40.5926130,-73.9785940,C,86th St,W 8th St,W 8th St,,,,,,Y,11223,313,47
22135,08/23/2019,Extenet II,CITY,Brooklyn,989405,149014,40.5756830,-73.9814430,C,Surf Ave,Stillwell Ave,W 15th St,,,,,,N,11224,313,47
20414,10/12/2018,ZenFi,UTILITY,Brooklyn,988081,150204,40.5789500,-73.9862090,C,Neptune Av,W 19 ST,Cropsey Av,,,,,,Y,11224,313,47
19354,06/04/2018,Mobilitie I,UTILITY,Brooklyn,984243,149424,40.5768100,-74.0000250,C,West 33rd St,Neptune Ave,Mermaid Ave,,,,,PS 188 MICHAEL E BERDY,N,11224,313,47
18654,01/26/2018,ZenFi,CITY,Brooklyn,989235,150244,40.5790600,-73.9820540,C,Stillwell Avenue,Neptune Avenue,Mermaid Avenue,,,,,,N,11224,313,47
18464,01/18/2018,ExteNet I,CITY,Brooklyn,984438,148016,40.5729460,-73.9993230,C,Surf Ave,W 33rd St,W 35th St,,,,,,Y,11224,313,47
17915,12/29/2017,Extenet II,CITY,Brooklyn,984865,147636,40.5719030,-73.9977860,C,W 32nd St,Surf Ave,Dead End,,,,,,N,11224,313,47
17859,12/29/2017,Extenet II,CITY,Brooklyn,991415,148701,40.5748230,-73.9742080,C,Surf Ave,W 8th St,Sea Breeze Ave,Asser Levy Park,,,,,N,11224,313,47
17797,12/29/2017,Extenet II,CITY,Brooklyn,992835,148737,40.5749200,-73.9690970,C,Surf Ave,Sea Breeze Ave,Marsha Rapaport Way,Ocean Parkway Malls,,,,,N,11224,313,47
17618,12/29/2017,Extenet II,CITY,Brooklyn,984210,149606,40.5773100,-74.0001440,C,W 33rd St,Neptune Ave,Bayview Ave,,,,,,N,11224,313,47
17175,12/05/2017,Extenet II,UTILITY,Brooklyn,986927,147738,40.5721820,-73.9903640,C,W 24 St,Boardwalk,Surf Ave,,,,,,N,11224,313,47
16665,11/28/2017,Extenet II,UTILITY,Brooklyn,985814,148925,40.5754400,-73.9943700,C,W 28th  St,Mermaid Ave,Surf Ave,,,,,,N,11224,313,47
16662,11/28/2017,Extenet II,UTILITY,Brooklyn,985300,148344,40.5738460,-73.9962200,C,W 30th  St,Surf Ave,Mermaid Ave,,,,,,N,11224,313,47
16661,11/28/2017,Extenet II,UTILITY,Brooklyn,984922,148813,40.5751330,-73.9975810,C,Mermaid Ave,W 31st St,W 32nd St,,,,,,N,11224,313,47
15542,11/02/2017,Crown Castle NG,UTILITY,Brooklyn,987679,148547,40.5744020,-73.9876570,C,W 21st St,Surf Ave,Boardwalk,Lot,,,,,N,11224,313,47
15541,11/02/2017,Crown Castle NG,UTILITY,Brooklyn,989275,148390,40.5739710,-73.9819120,C,W 15th St,Boardwalk,Bowery St,,,,,,N,11224,313,47
15341,11/22/2017,Mobilitie I,CITY,Brooklyn,984551,149681,40.5775160,-73.9989160,C,Neptune Avenue,W 32nd Street,Bay View Avenue,,,,,,Y,11224,313,47
15231,10/24/2017,Extenet II,UTILITY,Brooklyn,988190,149137,40.5760220,-73.9858170,C,W 19th ST,Mermaid Ave,Surf Ave,,,,,,Y,11224,313,47
13862,10/24/2016,Mobilitie II,CITY,Brooklyn,992120,150570,40.5799520,-73.9716680,C,W 5th St,Neptune Ave,West Ave,,,,,,Y,11224,313,47
13782,10/24/2016,Mobilitie II,CITY,Brooklyn,987265,148416,40.5740430,-73.9891470,C,Surf Ave,W 22nd St,W 23rd St,,,,,,Y,11224,313,47
20793,01/28/2019,ZenFi,UTILITY,Brooklyn,994978,157339,40.5985290,-73.9613690,B,Coney Island Av,Avenue U,Avenue T,,,,,,Y,11223,315,47
18953,02/13/2018,Mobilitie I,UTILITY,Brooklyn,993165,155522,40.5935440,-73.9679000,B,East 3rd St,Avenue W,Gravesend Neck Rd,,,,,,N,11223,315,47
16656,11/28/2017,Extenet II,UTILITY,Brooklyn,991484,154251,40.5900570,-73.9739540,B,Avenue X,McDonald Ave,W 3rd St,,,,,,N,11223,315,47
15347,11/22/2017,Mobilitie I,CITY,Brooklyn,993943,157128,40.5979510,-73.9650960,B,Avenue U,Ocean Parkway,E 7th Street,,,,,,Y,11223,315,47
14422,11/22/2016,Mobilitie I,UTILITY,Brooklyn,994089,157926,40.6001410,-73.9645690,B,E 7th St,Avenue T,Avenue U,,,,,,Y,11223,315,47
13865,10/24/2016,Mobilitie II,CITY,Brooklyn,993692,158756,40.6024200,-73.9659980,B,Ocean Parkway,Avenue S,Avenue T,,,,,,Y,11223,315,47
20893,02/22/2019,ZenFi,UTILITY,Brooklyn,995486,150134,40.5787520,-73.9595520,C,Coney Island Ave,Brighton 10 St,Brighton beach Ave,,,,Brighton Beach BID,,N,11235,313,48
19067,03/12/2018,ZenFi,UTILITY,Brooklyn,995333,151262,40.5818480,-73.9601000,C,Neptune Ave,Coney Island Ave,Brighton 8th St,,,,,,Y,11235,313,48
18652,01/26/2018,ZenFi,CITY,Brooklyn,994667,149839,40.5779430,-73.9625000,C,Brighton 5th Street,Brighton Beach Avenue,Ocean View Avenue,,,,,,Y,11235,313,48
18060,12/29/2017,Extenet II,CITY,Brooklyn,993367,149396,40.5767290,-73.9671810,C,Brighton 1st St,Brighton Beach Ave,Ocean View Ave,,,,Brighton Beach BID,,N,11235,313,48
17839,12/29/2017,Extenet II,CITY,Brooklyn,995214,149405,40.5767510,-73.9605320,C,Brighton 7th St,Brightwater Ct,Brighton Beach Ave,,,,,,N,11235,313,48
17619,12/29/2017,Extenet II,CITY,Brooklyn,993648,152279,40.5846420,-73.9661650,C,Shore Pkwy,Ocean Pkwy,E 6th St,,,,,,N,11235,313,48
17616,12/29/2017,Extenet II,CITY,Brooklyn,995471,149113,40.5759500,-73.9596070,C,Coney Island Ave,Brightwater Ct,Brighton Beach Ave,,,,,,N,11235,313,48
17615,12/29/2017,Extenet II,CITY,Brooklyn,996088,150673,40.5802310,-73.9573830,C,Ocean View Ave,Brighton 11th St,Brighton 12th St,,,,,,N,11235,313,48
16660,11/28/2017,Extenet II,UTILITY,Brooklyn,994953,149780,40.5777810,-73.9614710,C,Brighton 6th St,Brighton Beach Ave,Ocean View Ave,,,,Brighton Beach BID,,N,11235,313,48
16659,11/28/2017,Extenet II,UTILITY,Brooklyn,993370,150711,40.5803380,-73.9671680,C,Neptune Ave,Ocean Ave,Brighton 1st St,,,,,,N,11235,313,48
15342,11/22/2017,Mobilitie I,CITY,Brooklyn,994020,150250,40.5790720,-73.9648290,C,Ocean View Avenue,Brighton 3rd Street,Brighton 3rd Place,,,,,,Y,11235,313,48
14032,10/24/2016,Mobilitie II,CITY,Brooklyn,996736,149702,40.5775650,-73.9550520,C,Brighton Beach Ave,Brighton 15th St,Corbin Pl,,,,,,Y,11235,313,48
13791,10/24/2016,Mobilitie II,CITY,Brooklyn,996017,149986,40.5783450,-73.9576400,C,Brighton Beach Ave,Brighton 12th St,Brighton 13th St,,,,Brighton Beach BID,,Y,11235,313,48
13787,10/24/2016,Mobilitie II,CITY,Brooklyn,995080,149041,40.5757530,-73.9610150,C,Brightwater Ct,Brighton 6th St,Brighton 7th St,,,,,,Y,11235,313,48
14042,10/24/2016,Mobilitie II,CITY,Brooklyn,992829,148916,40.5754120,-73.9691180,C,Seabreeze Ave,Oceans Parkway,W 1st St,,,,,,Y,11224,313,48
13788,10/24/2016,Mobilitie II,CITY,Brooklyn,992299,149881,40.5780610,-73.9710250,C,W 2nd Pl,W 3rd St,W 2nd St,,,,,,Y,11224,313,48
21468,06/28/2019,ZenFi,UTILITY,Brooklyn,999584,160538,40.6073030,-73.9447750,B,Avenue R,E 28th St,E 29th St,,,,,,N,11229,315,48
